id,area,feature,current_status,user_story,expected_behavior,verify_method,hist_status,hist_loop1,hist_errors,hist_loop2,code_basis,r2_test_status,r2_test_evidence,r2_defects,r2_fix_location,r2_retest_status,r2_retest_evidence,r2_blocker
ING-07,ingest,envelope validation,pass,"As the pipeline, malformed or spoofed envelopes are rejected","v==1, at/seq safe ints, seq>=1, host==dir host, emitter_id==dir emitter, non-empty session/writer/kind else line dropped",test: envelope.test,pass,pass,,pass (loop-2 rerun / suite 126-test green),"src/ingest/ingest.ts:262 parseEnvelope() — v==1, at/seq safe ints, seq>=1, host==dir host (parts[0]), emitter_id==dir emitter (parts[1]), non-empty session/writer/kind; malformed returns null",pass,"bun test test/envelope.test.ts all 16 assertions green (frozen field names, version gate, seq monotonicity, host/runtime unions, UTF-8 truncation)
[audit-new-test] test/audit-pipeline-ingest.test.ts: envelope.test.ts covers field/version/seq unions (ref validator); added ING-07 host/emitter dir-binding drop (mismatched host=devbox and emitter=other lines dropped). [ref+mock unit]
[audit-new-test] test/audit-pipeline-ingest.test.ts: envelope.test.ts covers field/version/seq unions (ref validator); added ING-07 host/emitter dir-binding drop (mismatched host=devbox and emitter=other lines dropped). [ref+mock unit]",,,pass,new test test/audit-pipeline-ingest.test.ts: envelope.test.ts covers field/version/seq unions (ref validator); added ING-07 host/emitter dir-binding drop (mismatched host=devbox and emitter=other lines dropped). [ref+mock unit] | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),
ING-08,ingest,idempotent insert,pass,"As an operator, replay/rescan never duplicates events","journal UNIQUE(host,emitter_id,seq) INSERT OR IGNORE; re-scan inserts 0",test: ingest-idempotency.test,pass,pass,,pass (loop-2 rerun / suite 126-test green),"src/ingest/ingest.ts:283 insertEnvelope() — INSERT OR IGNORE INTO journal(...); result.changes===0 returns false; schema.sql UNIQUE(host,emitter_id,seq)",pass,"bun test test/ingest-idempotency.test.ts green within 91-test core run; re-scan inserts 0 via ON CONFLICT
[audit-confirmed] real src/ingest/ingest.test.ts 'deduplicates overlap from active and sealed files' + 'consumes only...resumes' re-scan inserts 0. [real unit]
[audit-confirmed] real src/ingest/ingest.test.ts 'deduplicates overlap from active and sealed files' + 'consumes only...resumes' re-scan inserts 0. [real unit]",,,pass,"bun test test/ingest-idempotency.test.ts green within 91-test core run; re-scan inserts 0 via ON CONFLICT
[audit-confirmed] real src/ingest/ingest.test.ts 'deduplicates overlap from active and sealed files' + 'consumes only...resumes' re-scan inserts 0. [real unit]
[audit-confirmed] real... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
ING-09,ingest,sessions projection,pass,"As an operator, session metadata accretes without clobbering",session_started upserts sessions; origin only upgraded from 'unknown'; cwd/branch COALESCE keep existing,unit: two session_started variants,pass,pass,,pass (loop-2 rerun / suite 126-test green),src/ingest/ingest.ts:292-299 session_started upsert sessions ON CONFLICT; origin=CASE WHEN sessions.origin='unknown' THEN excluded.origin ELSE sessions.origin END; cwd/branch COALESCE keep existing,pass,"bun test src/ingest/ingest.test.ts two session_started variants green within 49-test run
[audit-new-test] test/audit-pipeline-ingest.test.ts: ING-09 sessions: second session_started does not overwrite origin, cwd/branch COALESCE kept; non-unknown never downgraded. [mock/unit]
[audit-new-test] test/audit-pipeline-ingest.test.ts: ING-09 sessions: second session_started does not overwrite origin, cwd/branch COALESCE kept; non-unknown never downgraded. [mock/unit]",,,pass,"new test test/audit-pipeline-ingest.test.ts: ING-09 sessions: second session_started does not overwrite origin, cwd/branch COALESCE kept; non-unknown never downgraded. [mock/unit] | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
ING-10,ingest,incarnation domains,pass,"As the recon, claude incarnations are lifecycle-only",liveness_domain='lifecycle' for runtime claude else 'process'; last_seen_at monotonic MAX,unit: insert claude vs pi,fixed+verified,FAIL,E1: extension nests pid/proc_boot_id under detail.lease but ingest reads top-level detail.pid -> incarnation pid NULL; recon kill0-marks live sessions dead,"pass — fixed: ingest reads detail.lease.{pid,proc_boot_id} (flat fallback kept); e2e retest shows real pids in session_incarnations; live bun process no longer kill0-flagged; regression test in ingest.test.ts",src/ingest/ingest.ts:300-309 — liveness_domain='lifecycle' when runtime==='claude' else 'process' (line 300); lease = detail.lease object read (lines 303-304) with flat detail.pid/detail.proc_boot_id fallback (line 308-309); session_incarnations ON CONFLICT last_seen_at=MAX (line 307),pass,"FIXED-HISTORICAL re-verified: lease.nested fix present at src/ingest/ingest.ts:301-309 (lease.pid ?? detail.pid, lease.proc_boot_id ?? detail.proc_boot_id). bun test src/ingest/ingest.test.ts claude-vs-pi incarnation cases green (49 pass)
[audit-confirmed] nested lease E1 regression asserts pid/proc_boot_id; added ING-10 liveness_domain claude->lifecycle / pi->process. [real+mock unit]
[audit-confirmed] nested lease E1 regression asserts pid/proc_boot_id; added ING-10 liveness_domain claude->lifecycle / pi->process. [real+mock unit]","none — historical E1 fix intact (extension nests pid/proc_boot_id under detail.lease; ingest reads detail.lease.{pid,proc_boot_id} with flat fallback kept)",src/ingest/ingest.ts:301-309 (already present from loop-1; no re-fix needed),pass,"FIXED-HISTORICAL re-verified: lease.nested fix present at src/ingest/ingest.ts:301-309 (lease.pid ?? detail.pid, lease.proc_boot_id ?? detail.proc_boot_id). bun test src/ingest/ingest.test.ts claude-vs-pi incarnation cases green (49 pass)
[audit-confirmed] nested lease E1 regression asserts... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
ING-11,ingest,liveness refresh,pass,"As the recon, any event refreshes its writer's last_seen_at","non-start events UPDATE session_incarnations last_seen_at=MAX(existing,at)",unit: heartbeat bumps last_seen,pass,pass,,pass (loop-2 rerun / suite 126-test green),"src/ingest/ingest.ts:310-312 non-start events UPDATE session_incarnations SET last_seen_at=MAX(last_seen_at, ?) WHERE stable_id AND writer_id",pass,"bun test src/ingest/ingest.test.ts heartbeat-bumps-last_seen green within 49-test run
[audit-new-test] test/audit-pipeline-ingest.test.ts: ING-11 heartbeat bumps session_incarnations.last_seen_at to max (older then newer -> 9000). [mock/unit]
[audit-new-test] test/audit-pipeline-ingest.test.ts: ING-11 heartbeat bumps session_incarnations.last_seen_at to max (older then newer -> 9000). [mock/unit]",,,pass,new test test/audit-pipeline-ingest.test.ts: ING-11 heartbeat bumps session_incarnations.last_seen_at to max (older then newer -> 9000). [mock/unit] | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),
ING-12,ingest,reducer drain,pass,"As an operator, ingest applies reductions fully each scan",reduceJournal called in reducer_batch_size batches until short batch,unit: >batch events drained,pass,pass,,pass (loop-2 rerun / suite 126-test green),"src/ingest/ingest.ts:175 while (reduceJournal(db, reducerBatchSize) === reducerBatchSize) { /* drain */ }; src/ingest/reducer.ts:67 reduceJournal() returns rows.length processed",pass,"bun test src/ingest/ingest.test.ts >batch drain case green within 49-test run; short batch terminates loop
[audit-new-test] test/audit-pipeline-ingest.test.ts: ING-12 reduceJournal batchSize=4 drains 10 rows in 3 calls (4,4,2 short batch), cursor=10. [mock/unit]
[audit-new-test] test/audit-pipeline-ingest.test.ts: ING-12 reduceJournal batchSize=4 drains 10 rows in 3 calls (4,4,2 short batch), cursor=10. [mock/unit]",,,pass,"new test test/audit-pipeline-ingest.test.ts: ING-12 reduceJournal batchSize=4 drains 10 rows in 3 calls (4,4,2 short batch), cursor=10. [mock/unit] | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
ING-13,ingest,CLI contract,pass,"As an operator, ingest has a clear one-shot mode",--once scans once and prints 'ingested N new event(s) from M file(s)'; unknown args usage exit 2,behavioral: run --once / bad arg,pass,pass,,pass (loop-2 rerun / suite 126-test green),src/ingest/ingest.ts:320 main(); args validation line 323 (unknown arg -> console.error usage + process.exit(2) line 324-325); --once print line 341 `ingested ${inserted} new event(s) from ${files} file(s)`,pass,"behavioral: HOME=$(mktemp -d) bun src/ingest/ingest.ts --once printed 'ingested 1 new event(s) from 1 file(s)' (classifier_activated seed event). Unknown-arg path is process.exit(2) at line 325; unit CLI surface also covered by p2-classifier 'real: N5 classifier via ingest --once + CLI surface' green
[audit-new-test] test/audit-pipeline-ingest.test.ts: ING-13/14 spawn ingest --once isolated HOME prints 'ingested N new event(s) from M file(s)'; --bogus exits 2. [real CLI, isolated HOME]
[audit-new-test] test/audit-pipeline-ingest.test.ts: ING-13/14 spawn ingest --once isolated HOME prints 'ingested N new event(s) from M file(s)'; --bogus exits 2. [real CLI, isolated HOME]",,,pass,"new test test/audit-pipeline-ingest.test.ts: ING-13/14 spawn ingest --once isolated HOME prints 'ingested N new event(s) from M file(s)'; --bogus exits 2. [real CLI, isolated HOME] | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
ING-14,ingest,watchdog heartbeat,pass,"As the watchdog, ingest liveness is observable",every loop iteration writes epoch ms to ~/.overload/ingest.heartbeat,behavioral: run --once; stat file,pass,pass,,pass (loop-2 rerun / suite 126-test green),"src/ingest/ingest.ts:332 heartbeatPath=~/.overload/ingest.heartbeat; src/ingest/ingest.ts:340 inside run() Bun.write(heartbeatPath, String(Date.now())) every loop iteration",pass,"behavioral --once run wrote heartbeat (run() body executes before print line 341); code path present at ingest.ts:340. Green in suite run
[audit-new-test] test/audit-pipeline-ingest.test.ts: ING-13/14 spawn asserts ingest.heartbeat written with numeric epoch. [real CLI, isolated HOME]
[audit-new-test] test/audit-pipeline-ingest.test.ts: ING-13/14 spawn asserts ingest.heartbeat written with numeric epoch. [real CLI, isolated HOME]",,,pass,"new test test/audit-pipeline-ingest.test.ts: ING-13/14 spawn asserts ingest.heartbeat written with numeric epoch. [real CLI, isolated HOME] | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
RED-01,reducer,cursor+batching,pass,"As an operator, reduction is resumable and ordered",reducer_cursor persists last applied ingest_seq; events applied in ingest order in immediate transactions,test: p2 tests,pass,pass,,pass (loop-2 rerun / suite 126-test green),src/ingest/reducer.ts:67 reduceJournal(); reducer_cursor row (id=1) lines 70-71; rows WHERE ingest_seq > ? ORDER BY ingest_seq LIMIT ? line 72-73; UPDATE reducer_cursor to last row.ingest_seq line 75; db.transaction(...).immediate() line 78,pass,"bun test test/p2-classifier.test.ts 'cursor/batching' + 're-reduction idempotent' green within 91-test core run
[audit-confirmed] 'tracks state...idempotent transitions' resets reducer_cursor to 0, re-reduces, queue_transitions count stable. [real unit]
[audit-confirmed] 'tracks state...idempotent transitions' resets reducer_cursor to 0, re-reduces, queue_transitions count stable. [real unit]",,,pass,"bun test test/p2-classifier.test.ts 'cursor/batching' + 're-reduction idempotent' green within 91-test core run
[audit-confirmed] 'tracks state...idempotent transitions' resets reducer_cursor to 0, re-reduces, queue_transitions count stable. [real unit]
[audit-confirmed] 'tracks state...idempotent... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
RED-02,reducer,classifier_activated apply,pass,"As an operator, activation events replay into activations table",classifier_activated inserts classifier_activations idempotently,unit,pass,pass,,pass (loop-2 rerun / suite 126-test green),"src/ingest/reducer.ts:85-89 classifier_activated branch — INSERT OR IGNORE INTO classifier_activations(version, activated_at_journal_seq, activated_at)",pass,"bun test test/p2-classifier.test.ts 'classifier_activations watermark respected' green (idempotent insert, one row per version)
[audit-confirmed] real-layer ingest --once asserts classifier_activations length 1 after two passes. [real]
[audit-confirmed] real-layer ingest --once asserts classifier_activations length 1 after two passes. [real]",,,pass,"bun test test/p2-classifier.test.ts 'classifier_activations watermark respected' green (idempotent insert, one row per version)
[audit-confirmed] real-layer ingest --once asserts classifier_activations length 1 after two passes. [real]
[audit-confirmed] real-layer ingest --once asserts... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
RED-03,reducer,outage freeze,pass,"As an operator, a platform outage never masquerades as session death",source_outage opens one incident; freezes only sessions with valid attachment on that platform,test: p2-classifier outage,pass,pass,,pass (loop-2 rerun / suite 126-test green),src/ingest/reducer.ts:97 applyIncident(); source_outage INSERT OR IGNORE incidents line 101; freeze enforced via line 143 RECON_EVENTS gate when isIncidentOpen(platform) true,pass,"bun test test/p2-classifier.test.ts outage-freeze cases green within 91-test run
[audit-confirmed] 'gates recon findings while source incident is open' asserts incidents row opened once + closed_at set. (frozen column retired; scoping realized as incident gating) [real unit]
[audit-confirmed] 'gates recon findings while source incident is open' asserts incidents row opened once + closed_at set. (frozen column retired; scoping realized as incident gating) [real unit]",,,pass,"bun test test/p2-classifier.test.ts outage-freeze cases green within 91-test run
[audit-confirmed] 'gates recon findings while source incident is open' asserts incidents row opened once + closed_at set. (frozen column retired; scoping realized as incident gating) [real unit]
[audit-confirmed]... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
